Sexo;Edad;Sector económico;Periodo;Total
Hombres;De 25 a 54 años;Industria;2015T2;4,9
Hombres;De 25 a 54 años;Industria;2015T1;6
Hombres;De 25 a 54 años;Industria;2014T4;6,2
Hombres;De 25 a 54 años;Industria;2014T3;5,8
Hombres;De 25 a 54 años;Industria;2014T2;5,6
Hombres;De 25 a 54 años;Industria;2014T1;5,9
Hombres;De 25 a 54 años;Industria;2013T4;6
Hombres;De 25 a 54 años;Industria;2013T3;6,1
Hombres;De 25 a 54 años;Industria;2013T2;6,9
Hombres;De 25 a 54 años;Industria;2013T1;7,3
Hombres;De 25 a 54 años;Industria;2012T4;7,3
Hombres;De 25 a 54 años;Industria;2012T3;8,5
Hombres;De 25 a 54 años;Industria;2012T2;8,5
Hombres;De 25 a 54 años;Industria;2012T1;8
Hombres;De 25 a 54 años;Industria;2011T4;7
Hombres;De 25 a 54 años;Industria;2011T3;6,1
Hombres;De 25 a 54 años;Industria;2011T2;7,3
Hombres;De 25 a 54 años;Industria;2011T1;7,5
Hombres;De 25 a 54 años;Industria;2010T4;6,7
Hombres;De 25 a 54 años;Industria;2010T3;7,5
Hombres;De 25 a 54 años;Industria;2010T2;8,1
Hombres;De 25 a 54 años;Industria;2010T1;9,1
Hombres;De 25 a 54 años;Industria;2009T4;10,4
Hombres;De 25 a 54 años;Industria;2009T3;11,2
Hombres;De 25 a 54 años;Industria;2009T2;12,8
Hombres;De 25 a 54 años;Industria;2009T1;12,4
Hombres;De 25 a 54 años;Industria;2008T4;11,9
Hombres;De 25 a 54 años;Industria;2008T3;10,9
Hombres;De 25 a 54 años;Industria;2008T2;9,8
Hombres;De 25 a 54 años;Industria;2008T1;10,4
Hombres;De 25 a 54 años;Construcción;2025T4;10,1
Hombres;De 25 a 54 años;Construcción;2025T3;8,4
Hombres;De 25 a 54 años;Construcción;2025T2;9
Hombres;De 25 a 54 años;Construcción;2025T1;9,5
Hombres;De 25 a 54 años;Construcción;2024T4;8,9
Hombres;De 25 a 54 años;Construcción;2024T3;8,9
Hombres;De 25 a 54 años;Construcción;2024T2;9,9
Hombres;De 25 a 54 años;Construcción;2024T1;10
Hombres;De 25 a 54 años;Construcción;2023T4;8,3
Hombres;De 25 a 54 años;Construcción;2023T3;7,4
Hombres;De 25 a 54 años;Construcción;2023T2;10,8
Hombres;De 25 a 54 años;Construcción;2023T1;10,4
Hombres;De 25 a 54 años;Construcción;2022T4;9,4
Hombres;De 25 a 54 años;Construcción;2022T3;8,1
Hombres;De 25 a 54 años;Construcción;2022T2;9,5
Hombres;De 25 a 54 años;Construcción;2022T1;8,3
Hombres;De 25 a 54 años;Construcción;2021T4;8,8
Hombres;De 25 a 54 años;Construcción;2021T3;10,5
Hombres;De 25 a 54 años;Construcción;2021T2;8,2
Hombres;De 25 a 54 años;Construcción;2021T1;9,9
Hombres;De 25 a 54 años;Construcción;2020T4;9,8
Hombres;De 25 a 54 años;Construcción;2020T3;9,9
Hombres;De 25 a 54 años;Construcción;2020T2;11,3
Hombres;De 25 a 54 años;Construcción;2020T1;9,5
Hombres;De 25 a 54 años;Construcción;2019T4;10,8
Hombres;De 25 a 54 años;Construcción;2019T3;10,8
Hombres;De 25 a 54 años;Construcción;2019T2;10,7
Hombres;De 25 a 54 años;Construcción;2019T1;9,5
Hombres;De 25 a 54 años;Construcción;2018T4;8,9
Hombres;De 25 a 54 años;Construcción;2018T3;9,6
Hombres;De 25 a 54 años;Construcción;2018T2;8,1
Hombres;De 25 a 54 años;Construcción;2018T1;9,3
Hombres;De 25 a 54 años;Construcción;2017T4;9
Hombres;De 25 a 54 años;Construcción;2017T3;8,8
Hombres;De 25 a 54 años;Construcción;2017T2;8,1
Hombres;De 25 a 54 años;Construcción;2017T1;9,7
Hombres;De 25 a 54 años;Construcción;2016T4;9,5
Hombres;De 25 a 54 años;Construcción;2016T3;9,6
Hombres;De 25 a 54 años;Construcción;2016T2;9,1
Hombres;De 25 a 54 años;Construcción;2016T1;9,6
Hombres;De 25 a 54 años;Construcción;2015T4;10,2
Hombres;De 25 a 54 años;Construcción;2015T3;9,4
Hombres;De 25 a 54 años;Construcción;2015T2;9,2
Hombres;De 25 a 54 años;Construcción;2015T1;9
Hombres;De 25 a 54 años;Construcción;2014T4;9,2
Hombres;De 25 a 54 años;Construcción;2014T3;8,9
Hombres;De 25 a 54 años;Construcción;2014T2;9,8
Hombres;De 25 a 54 años;Construcción;2014T1;10,9
Hombres;De 25 a 54 años;Construcción;2013T4;10,7
Hombres;De 25 a 54 años;Construcción;2013T3;11,3
Hombres;De 25 a 54 años;Construcción;2013T2;11,9
Hombres;De 25 a 54 años;Construcción;2013T1;12,3
Hombres;De 25 a 54 años;Construcción;2012T4;13,3
Hombres;De 25 a 54 años;Construcción;2012T3;14,4
Hombres;De 25 a 54 años;Construcción;2012T2;15,6
Hombres;De 25 a 54 años;Construcción;2012T1;17,4
Hombres;De 25 a 54 años;Construcción;2011T4;16,9
Hombres;De 25 a 54 años;Construcción;2011T3;18,3
Hombres;De 25 a 54 años;Construcción;2011T2;17,2
Hombres;De 25 a 54 años;Construcción;2011T1;17,9
Hombres;De 25 a 54 años;Construcción;2010T4;18,6
Hombres;De 25 a 54 años;Construcción;2010T3;19
Hombres;De 25 a 54 años;Construcción;2010T2;21,6
Hombres;De 25 a 54 años;Construcción;2010T1;24,4
Hombres;De 25 a 54 años;Construcción;2009T4;27,4
Hombres;De 25 a 54 años;Construcción;2009T3;28,9
Hombres;De 25 a 54 años;Construcción;2009T2;32,4
Hombres;De 25 a 54 años;Construcción;2009T1;35,5
Hombres;De 25 a 54 años;Construcción;2008T4;36,3
Hombres;De 25 a 54 años;Construcción;2008T3;34,9
Hombres;De 25 a 54 años;Construcción;2008T2;34,7
Hombres;De 25 a 54 años;Construcción;2008T1;29,6
Hombres;De 25 a 54 años;Servicios;2025T4;38,9
Hombres;De 25 a 54 años;Servicios;2025T3;36,8
Hombres;De 25 a 54 años;Servicios;2025T2;36,1
Hombres;De 25 a 54 años;Servicios;2025T1;39,5
Hombres;De 25 a 54 años;Servicios;2024T4;39,9
Hombres;De 25 a 54 años;Servicios;2024T3;36,6
Hombres;De 25 a 54 años;Servicios;2024T2;38,5
Hombres;De 25 a 54 años;Servicios;2024T1;40,2
Hombres;De 25 a 54 años;Servicios;2023T4;37,9
Hombres;De 25 a 54 años;Servicios;2023T3;36,7
Hombres;De 25 a 54 años;Servicios;2023T2;35
Hombres;De 25 a 54 años;Servicios;2023T1;36,9
Hombres;De 25 a 54 años;Servicios;2022T4;33,9
Hombres;De 25 a 54 años;Servicios;2022T3;34,1
Hombres;De 25 a 54 años;Servicios;2022T2;33,6
Hombres;De 25 a 54 años;Servicios;2022T1;34,1
Hombres;De 25 a 54 años;Servicios;2021T4;31,9
Hombres;De 25 a 54 años;Servicios;2021T3;30,2
Hombres;De 25 a 54 años;Servicios;2021T2;28,9
Hombres;De 25 a 54 años;Servicios;2021T1;35
Hombres;De 25 a 54 años;Servicios;2020T4;38,1
Hombres;De 25 a 54 años;Servicios;2020T3;40
Hombres;De 25 a 54 años;Servicios;2020T2;41,8
Hombres;De 25 a 54 años;Servicios;2020T1;39,9
Hombres;De 25 a 54 años;Servicios;2019T4;34,1
Hombres;De 25 a 54 años;Servicios;2019T3;32,7
Hombres;De 25 a 54 años;Servicios;2019T2;34,6
Hombres;De 25 a 54 años;Servicios;2019T1;34,2
Hombres;De 25 a 54 años;Servicios;2018T4;35
Hombres;De 25 a 54 años;Servicios;2018T3;30,1
Hombres;De 25 a 54 años;Servicios;2018T2;30,3
Hombres;De 25 a 54 años;Servicios;2018T1;33,1
Hombres;De 25 a 54 años;Servicios;2017T4;31,2
Hombres;De 25 a 54 años;Servicios;2017T3;28,9
Hombres;De 25 a 54 años;Servicios;2017T2;31,7
Hombres;De 25 a 54 años;Servicios;2017T1;31,2
Hombres;De 25 a 54 años;Servicios;2016T4;28,1
Hombres;De 25 a 54 años;Servicios;2016T3;25,7
Hombres;De 25 a 54 años;Servicios;2016T2;27,8
Hombres;De 25 a 54 años;Servicios;2016T1;27,8
Hombres;De 25 a 54 años;Servicios;2015T4;26,8
Hombres;De 25 a 54 años;Servicios;2015T3;24,3
Hombres;De 25 a 54 años;Servicios;2015T2;24,5
Hombres;De 25 a 54 años;Servicios;2015T1;24,7
Hombres;De 25 a 54 años;Servicios;2014T4;24,3
Hombres;De 25 a 54 años;Servicios;2014T3;22,5
Hombres;De 25 a 54 años;Servicios;2014T2;23,5
Hombres;De 25 a 54 años;Servicios;2014T1;25
Hombres;De 25 a 54 años;Servicios;2013T4;24,7
Hombres;De 25 a 54 años;Servicios;2013T3;23,5
Hombres;De 25 a 54 años;Servicios;2013T2;24,1
Hombres;De 25 a 54 años;Servicios;2013T1;25,8
Hombres;De 25 a 54 años;Servicios;2012T4;25,2
Hombres;De 25 a 54 años;Servicios;2012T3;23,7
Hombres;De 25 a 54 años;Servicios;2012T2;24,3
Hombres;De 25 a 54 años;Servicios;2012T1;26,2
Hombres;De 25 a 54 años;Servicios;2011T4;26,2
Hombres;De 25 a 54 años;Servicios;2011T3;25,1
Hombres;De 25 a 54 años;Servicios;2011T2;25,2
Hombres;De 25 a 54 años;Servicios;2011T1;25,9
Hombres;De 25 a 54 años;Servicios;2010T4;25,7
Hombres;De 25 a 54 años;Servicios;2010T3;25,1
Hombres;De 25 a 54 años;Servicios;2010T2;25,6
Hombres;De 25 a 54 años;Servicios;2010T1;26,4
Hombres;De 25 a 54 años;Servicios;2009T4;26
Hombres;De 25 a 54 años;Servicios;2009T3;26,9
Hombres;De 25 a 54 años;Servicios;2009T2;28
Hombres;De 25 a 54 años;Servicios;2009T1;28,8
Hombres;De 25 a 54 años;Servicios;2008T4;28,1
Hombres;De 25 a 54 años;Servicios;2008T3;27,7
Hombres;De 25 a 54 años;Servicios;2008T2;29,4
Hombres;De 25 a 54 años;Servicios;2008T1;31,8
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;36,7
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;38,2
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;39,6
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;37,1
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;36,5
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;39
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;37,6
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;35,7
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;40
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;39,6
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;38,5
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;38,6
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;41,3
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;41,2
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;42,2
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;42,3
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;43
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;43,8
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;48
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;39,2
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;36,5
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;33,7
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T2;29,8
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T1;35,6
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T4;38,6
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T3;39,1
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T2;39,1
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T1;40
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T4;40,4
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T3;44,9
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T2;47,1
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T1;42,8
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T4;44,9
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T3;46
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T2;45,9
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T1;44,8
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T4;48,7
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T3;50,2
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T2;48,8
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T1;48,8
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T4;51,3
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T3;53,1
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T2;54,2
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T1;53,1
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T4;53,7
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T3;55,4
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T2;54,9
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T1;52,8
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T4;53,4
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T3;52,6
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T2;51,1
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T1;48
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T4;48,7
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T3;46,9
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T2;45,2
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T1;42,4
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T4;45,3
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T3;44,2
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T2;44,5
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T1;43,4
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T4;44,1
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T3;42,6
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T2;38,8
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T1;34,8
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T4;30,9
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T3;27,1
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T2;21,9
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T1;19,2
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T4;18,8
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T3;20,3
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T2;20,8
Hombres;De 25 a 54 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T1;21,3
Hombres;De 55 y más años;Total;2025T4;100
Hombres;De 55 y más años;Total;2025T3;100
Hombres;De 55 y más años;Total;2025T2;100
Hombres;De 55 y más años;Total;2025T1;100
Hombres;De 55 y más años;Total;2024T4;100
Hombres;De 55 y más años;Total;2024T3;100
Hombres;De 55 y más años;Total;2024T2;100
Hombres;De 55 y más años;Total;2024T1;100
Hombres;De 55 y más años;Total;2023T4;100
Hombres;De 55 y más años;Total;2023T3;100
Hombres;De 55 y más años;Total;2023T2;100
Hombres;De 55 y más años;Total;2023T1;100
Hombres;De 55 y más años;Total;2022T4;100
Hombres;De 55 y más años;Total;2022T3;100
Hombres;De 55 y más años;Total;2022T2;100
Hombres;De 55 y más años;Total;2022T1;100
Hombres;De 55 y más años;Total;2021T4;100
Hombres;De 55 y más años;Total;2021T3;100
Hombres;De 55 y más años;Total;2021T2;100
Hombres;De 55 y más años;Total;2021T1;100
Hombres;De 55 y más años;Total;2020T4;100
Hombres;De 55 y más años;Total;2020T3;100
Hombres;De 55 y más años;Total;2020T2;100
Hombres;De 55 y más años;Total;2020T1;100
Hombres;De 55 y más años;Total;2019T4;100
Hombres;De 55 y más años;Total;2019T3;100
Hombres;De 55 y más años;Total;2019T2;100
Hombres;De 55 y más años;Total;2019T1;100
Hombres;De 55 y más años;Total;2018T4;100
Hombres;De 55 y más años;Total;2018T3;100
Hombres;De 55 y más años;Total;2018T2;100
Hombres;De 55 y más años;Total;2018T1;100
Hombres;De 55 y más años;Total;2017T4;100
Hombres;De 55 y más años;Total;2017T3;100
Hombres;De 55 y más años;Total;2017T2;100
Hombres;De 55 y más años;Total;2017T1;100
Hombres;De 55 y más años;Total;2016T4;100
Hombres;De 55 y más años;Total;2016T3;100
Hombres;De 55 y más años;Total;2016T2;100
Hombres;De 55 y más años;Total;2016T1;100
Hombres;De 55 y más años;Total;2015T4;100
Hombres;De 55 y más años;Total;2015T3;100
Hombres;De 55 y más años;Total;2015T2;100
Hombres;De 55 y más años;Total;2015T1;100
Hombres;De 55 y más años;Total;2014T4;100
Hombres;De 55 y más años;Total;2014T3;100
Hombres;De 55 y más años;Total;2014T2;100
Hombres;De 55 y más años;Total;2014T1;100
Hombres;De 55 y más años;Total;2013T4;100
Hombres;De 55 y más años;Total;2013T3;100
Hombres;De 55 y más años;Total;2013T2;100
Hombres;De 55 y más años;Total;2013T1;100
Hombres;De 55 y más años;Total;2012T4;100
Hombres;De 55 y más años;Total;2012T3;100
Hombres;De 55 y más años;Total;2012T2;100
Hombres;De 55 y más años;Total;2012T1;100
Hombres;De 55 y más años;Total;2011T4;100
Hombres;De 55 y más años;Total;2011T3;100
Hombres;De 55 y más años;Total;2011T2;100
Hombres;De 55 y más años;Total;2011T1;100
Hombres;De 55 y más años;Total;2010T4;100
Hombres;De 55 y más años;Total;2010T3;100
Hombres;De 55 y más años;Total;2010T2;100
Hombres;De 55 y más años;Total;2010T1;100
Hombres;De 55 y más años;Total;2009T4;100
Hombres;De 55 y más años;Total;2009T3;100
Hombres;De 55 y más años;Total;2009T2;100
Hombres;De 55 y más años;Total;2009T1;100
Hombres;De 55 y más años;Total;2008T4;100
Hombres;De 55 y más años;Total;2008T3;100
Hombres;De 55 y más años;Total;2008T2;100
Hombres;De 55 y más años;Total;2008T1;100
Hombres;De 55 y más años;Agricultura;2025T4;6,2
Hombres;De 55 y más años;Agricultura;2025T3;6,2
Hombres;De 55 y más años;Agricultura;2025T2;7,5
Hombres;De 55 y más años;Agricultura;2025T1;4,2
Hombres;De 55 y más años;Agricultura;2024T4;4,8
Hombres;De 55 y más años;Agricultura;2024T3;8,7
Hombres;De 55 y más años;Agricultura;2024T2;6,7
Hombres;De 55 y más años;Agricultura;2024T1;6,1
Hombres;De 55 y más años;Agricultura;2023T4;5,7
Hombres;De 55 y más años;Agricultura;2023T3;9,1
Hombres;De 55 y más años;Agricultura;2023T2;7,1
Hombres;De 55 y más años;Agricultura;2023T1;5,4
Hombres;De 55 y más años;Agricultura;2022T4;5,5
Hombres;De 55 y más años;Agricultura;2022T3;10,4
Hombres;De 55 y más años;Agricultura;2022T2;7
Hombres;De 55 y más años;Agricultura;2022T1;6,5
Hombres;De 55 y más años;Agricultura;2021T4;5,8
Hombres;De 55 y más años;Agricultura;2021T3;7,5
Hombres;De 55 y más años;Agricultura;2021T2;5,3
Hombres;De 55 y más años;Agricultura;2021T1;9,5
Hombres;De 55 y más años;Agricultura;2020T4;6,8
Hombres;De 55 y más años;Agricultura;2020T3;6,9
Hombres;De 55 y más años;Agricultura;2020T2;8,2
Hombres;De 55 y más años;Agricultura;2020T1;6,9
Hombres;De 55 y más años;Agricultura;2019T4;7,1
Hombres;De 55 y más años;Agricultura;2019T3;7,4
Hombres;De 55 y más años;Agricultura;2019T2;7
Hombres;De 55 y más años;Agricultura;2019T1;4,6
Hombres;De 55 y más años;Agricultura;2018T4;6
Hombres;De 55 y más años;Agricultura;2018T3;8,5
Hombres;De 55 y más años;Agricultura;2018T2;5,8
Hombres;De 55 y más años;Agricultura;2018T1;5,3
Hombres;De 55 y más años;Agricultura;2017T4;4,4
Hombres;De 55 y más años;Agricultura;2017T3;5,3
Hombres;De 55 y más años;Agricultura;2017T2;5,4
Hombres;De 55 y más años;Agricultura;2017T1;5
Hombres;De 55 y más años;Agricultura;2016T4;5,3
Hombres;De 55 y más años;Agricultura;2016T3;6
Hombres;De 55 y más años;Agricultura;2016T2;5,8
Hombres;De 55 y más años;Agricultura;2016T1;6,2
Hombres;De 55 y más años;Agricultura;2015T4;5,8
Hombres;De 55 y más años;Agricultura;2015T3;6,8
Hombres;De 55 y más años;Agricultura;2015T2;5,6
Hombres;De 55 y más años;Agricultura;2015T1;5,1
Hombres;De 55 y más años;Agricultura;2014T4;4,7
Hombres;De 55 y más años;Agricultura;2014T3;5,9
Hombres;De 55 y más años;Agricultura;2014T2;4,9
Hombres;De 55 y más años;Agricultura;2014T1;4,4
Hombres;De 55 y más años;Agricultura;2013T4;3,6
Hombres;De 55 y más años;Agricultura;2013T3;4,1
Hombres;De 55 y más años;Agricultura;2013T2;5,5
Hombres;De 55 y más años;Agricultura;2013T1;4,5
Hombres;De 55 y más años;Agricultura;2012T4;5,3
Hombres;De 55 y más años;Agricultura;2012T3;5,5
Hombres;De 55 y más años;Agricultura;2012T2;4,4
Hombres;De 55 y más años;Agricultura;2012T1;4,1
Hombres;De 55 y más años;Agricultura;2011T4;3,5
Hombres;De 55 y más años;Agricultura;2011T3;3,9
Hombres;De 55 y más años;Agricultura;2011T2;4
Hombres;De 55 y más años;Agricultura;2011T1;3,5
Hombres;De 55 y más años;Agricultura;2010T4;3,7
Hombres;De 55 y más años;Agricultura;2010T3;4,4
Hombres;De 55 y más años;Agricultura;2010T2;4,3
Hombres;De 55 y más años;Agricultura;2010T1;4,1
Hombres;De 55 y más años;Agricultura;2009T4;5,2
Hombres;De 55 y más años;Agricultura;2009T3;7,1
Hombres;De 55 y más años;Agricultura;2009T2;6,7
Hombres;De 55 y más años;Agricultura;2009T1;5,7
Hombres;De 55 y más años;Agricultura;2008T4;6,2
Hombres;De 55 y más años;Agricultura;2008T3;7,6
Hombres;De 55 y más años;Agricultura;2008T2;7,2
Hombres;De 55 y más años;Agricultura;2008T1;3,8
Hombres;De 55 y más años;Industria;2025T4;5
Hombres;De 55 y más años;Industria;2025T3;4,6
Hombres;De 55 y más años;Industria;2025T2;5
Hombres;De 55 y más años;Industria;2025T1;5,3
Hombres;De 55 y más años;Industria;2024T4;4,2
Hombres;De 55 y más años;Industria;2024T3;4,3
Hombres;De 55 y más años;Industria;2024T2;3
Hombres;De 55 y más años;Industria;2024T1;3,9
Hombres;De 55 y más años;Industria;2023T4;4,1
Hombres;De 55 y más años;Industria;2023T3;3,1
Hombres;De 55 y más años;Industria;2023T2;4
Hombres;De 55 y más años;Industria;2023T1;3,7
Hombres;De 55 y más años;Industria;2022T4;4,7
Hombres;De 55 y más años;Industria;2022T3;3,3
Hombres;De 55 y más años;Industria;2022T2;3,7
Hombres;De 55 y más años;Industria;2022T1;4,1
Hombres;De 55 y más años;Industria;2021T4;3,5
Hombres;De 55 y más años;Industria;2021T3;3,6
Hombres;De 55 y más años;Industria;2021T2;3,4
Hombres;De 55 y más años;Industria;2021T1;4,2
Hombres;De 55 y más años;Industria;2020T4;5,9
Hombres;De 55 y más años;Industria;2020T3;6,8
Hombres;De 55 y más años;Industria;2020T2;7,3
Hombres;De 55 y más años;Industria;2020T1;5,1
Hombres;De 55 y más años;Industria;2019T4;3,9
Hombres;De 55 y más años;Industria;2019T3;5,2
Hombres;De 55 y más años;Industria;2019T2;5,3
Hombres;De 55 y más años;Industria;2019T1;5
Hombres;De 55 y más años;Industria;2018T4;5
Hombres;De 55 y más años;Industria;2018T3;4
Hombres;De 55 y más años;Industria;2018T2;4,3
Hombres;De 55 y más años;Industria;2018T1;4,2
Hombres;De 55 y más años;Industria;2017T4;3,7
Hombres;De 55 y más años;Industria;2017T3;3
Hombres;De 55 y más años;Industria;2017T2;4,1
Hombres;De 55 y más años;Industria;2017T1;3,7
Hombres;De 55 y más años;Industria;2016T4;3,7
Hombres;De 55 y más años;Industria;2016T3;3
Hombres;De 55 y más años;Industria;2016T2;2,7
Hombres;De 55 y más años;Industria;2016T1;3,5
Hombres;De 55 y más años;Industria;2015T4;3,1
Hombres;De 55 y más años;Industria;2015T3;3,7
Hombres;De 55 y más años;Industria;2015T2;4
Hombres;De 55 y más años;Industria;2015T1;3
Hombres;De 55 y más años;Industria;2014T4;3,4
Hombres;De 55 y más años;Industria;2014T3;3,1
Hombres;De 55 y más años;Industria;2014T2;3,6
Hombres;De 55 y más años;Industria;2014T1;4,6
Hombres;De 55 y más años;Industria;2013T4;4,9
Hombres;De 55 y más años;Industria;2013T3;4,3
Hombres;De 55 y más años;Industria;2013T2;5,2
Hombres;De 55 y más años;Industria;2013T1;7
Hombres;De 55 y más años;Industria;2012T4;6
Hombres;De 55 y más años;Industria;2012T3;6,3
