Número de parados en el hogar;Número de activos en el hogar;Periodo;Total
Cinco y más parados;3;2024T3;..
Cinco y más parados;3;2024T2;..
Cinco y más parados;3;2024T1;..
Cinco y más parados;3;2023T4;..
Cinco y más parados;3;2023T3;..
Cinco y más parados;3;2023T2;..
Cinco y más parados;3;2023T1;..
Cinco y más parados;3;2022T4;..
Cinco y más parados;3;2022T3;..
Cinco y más parados;3;2022T2;..
Cinco y más parados;3;2022T1;..
Cinco y más parados;3;2021T4;..
Cinco y más parados;3;2021T3;..
Cinco y más parados;3;2021T2;..
Cinco y más parados;3;2021T1;..
Cinco y más parados;3;2020T4;..
Cinco y más parados;3;2020T3;..
Cinco y más parados;3;2020T2;..
Cinco y más parados;3;2020T1;..
Cinco y más parados;3;2019T4;..
Cinco y más parados;3;2019T3;..
Cinco y más parados;3;2019T2;..
Cinco y más parados;3;2019T1;..
Cinco y más parados;3;2018T4;..
Cinco y más parados;3;2018T3;..
Cinco y más parados;3;2018T2;..
Cinco y más parados;3;2018T1;..
Cinco y más parados;3;2017T4;..
Cinco y más parados;3;2017T3;..
Cinco y más parados;3;2017T2;..
Cinco y más parados;3;2017T1;..
Cinco y más parados;3;2016T4;..
Cinco y más parados;3;2016T3;..
Cinco y más parados;3;2016T2;..
Cinco y más parados;3;2016T1;..
Cinco y más parados;3;2015T4;..
Cinco y más parados;3;2015T3;..
Cinco y más parados;3;2015T2;..
Cinco y más parados;3;2015T1;..
Cinco y más parados;3;2014T4;..
Cinco y más parados;3;2014T3;..
Cinco y más parados;3;2014T2;..
Cinco y más parados;3;2014T1;..
Cinco y más parados;3;2013T4;..
Cinco y más parados;3;2013T3;..
Cinco y más parados;3;2013T2;..
Cinco y más parados;3;2013T1;..
Cinco y más parados;3;2012T4;..
Cinco y más parados;3;2012T3;..
Cinco y más parados;3;2012T2;..
Cinco y más parados;3;2012T1;..
Cinco y más parados;3;2011T4;..
Cinco y más parados;3;2011T3;..
Cinco y más parados;3;2011T2;..
Cinco y más parados;3;2011T1;..
Cinco y más parados;3;2010T4;..
Cinco y más parados;3;2010T3;..
Cinco y más parados;3;2010T2;..
Cinco y más parados;3;2010T1;..
Cinco y más parados;3;2009T4;..
Cinco y más parados;3;2009T3;..
Cinco y más parados;3;2009T2;..
Cinco y más parados;3;2009T1;..
Cinco y más parados;3;2008T4;..
Cinco y más parados;3;2008T3;..
Cinco y más parados;3;2008T2;..
Cinco y más parados;3;2008T1;..
Cinco y más parados;3;2007T4;..
Cinco y más parados;3;2007T3;..
Cinco y más parados;3;2007T2;..
Cinco y más parados;3;2007T1;..
Cinco y más parados;3;2006T4;..
Cinco y más parados;3;2006T3;..
Cinco y más parados;3;2006T2;..
Cinco y más parados;3;2006T1;..
Cinco y más parados;3;2005T4;..
Cinco y más parados;3;2005T3;..
Cinco y más parados;3;2005T2;..
Cinco y más parados;3;2005T1;..
Cinco y más parados;3;2004T4;..
Cinco y más parados;3;2004T3;..
Cinco y más parados;3;2004T2;..
Cinco y más parados;3;2004T1;..
Cinco y más parados;3;2003T4;..
Cinco y más parados;3;2003T3;..
Cinco y más parados;3;2003T2;..
Cinco y más parados;3;2003T1;..
Cinco y más parados;3;2002T4;..
Cinco y más parados;3;2002T3;..
Cinco y más parados;3;2002T2;..
Cinco y más parados;3;2002T1;..
Cinco y más parados;4;2025T4;..
Cinco y más parados;4;2025T3;..
Cinco y más parados;4;2025T2;..
Cinco y más parados;4;2025T1;..
Cinco y más parados;4;2024T4;..
Cinco y más parados;4;2024T3;..
Cinco y más parados;4;2024T2;..
Cinco y más parados;4;2024T1;..
Cinco y más parados;4;2023T4;..
Cinco y más parados;4;2023T3;..
Cinco y más parados;4;2023T2;..
Cinco y más parados;4;2023T1;..
Cinco y más parados;4;2022T4;..
Cinco y más parados;4;2022T3;..
Cinco y más parados;4;2022T2;..
Cinco y más parados;4;2022T1;..
Cinco y más parados;4;2021T4;..
Cinco y más parados;4;2021T3;..
Cinco y más parados;4;2021T2;..
Cinco y más parados;4;2021T1;..
Cinco y más parados;4;2020T4;..
Cinco y más parados;4;2020T3;..
Cinco y más parados;4;2020T2;..
Cinco y más parados;4;2020T1;..
Cinco y más parados;4;2019T4;..
Cinco y más parados;4;2019T3;..
Cinco y más parados;4;2019T2;..
Cinco y más parados;4;2019T1;..
Cinco y más parados;4;2018T4;..
Cinco y más parados;4;2018T3;..
Cinco y más parados;4;2018T2;..
Cinco y más parados;4;2018T1;..
Cinco y más parados;4;2017T4;..
Cinco y más parados;4;2017T3;..
Cinco y más parados;4;2017T2;..
Cinco y más parados;4;2017T1;..
Cinco y más parados;4;2016T4;..
Cinco y más parados;4;2016T3;..
Cinco y más parados;4;2016T2;..
Cinco y más parados;4;2016T1;..
Cinco y más parados;4;2015T4;..
Cinco y más parados;4;2015T3;..
Cinco y más parados;4;2015T2;..
Cinco y más parados;4;2015T1;..
Cinco y más parados;4;2014T4;..
Cinco y más parados;4;2014T3;..
Cinco y más parados;4;2014T2;..
Cinco y más parados;4;2014T1;..
Cinco y más parados;4;2013T4;..
Cinco y más parados;4;2013T3;..
Cinco y más parados;4;2013T2;..
Cinco y más parados;4;2013T1;..
Cinco y más parados;4;2012T4;..
Cinco y más parados;4;2012T3;..
Cinco y más parados;4;2012T2;..
Cinco y más parados;4;2012T1;..
Cinco y más parados;4;2011T4;..
Cinco y más parados;4;2011T3;..
Cinco y más parados;4;2011T2;..
Cinco y más parados;4;2011T1;..
Cinco y más parados;4;2010T4;..
Cinco y más parados;4;2010T3;..
Cinco y más parados;4;2010T2;..
Cinco y más parados;4;2010T1;..
Cinco y más parados;4;2009T4;..
Cinco y más parados;4;2009T3;..
Cinco y más parados;4;2009T2;..
Cinco y más parados;4;2009T1;..
Cinco y más parados;4;2008T4;..
Cinco y más parados;4;2008T3;..
Cinco y más parados;4;2008T2;..
Cinco y más parados;4;2008T1;..
Cinco y más parados;4;2007T4;..
Cinco y más parados;4;2007T3;..
Cinco y más parados;4;2007T2;..
Cinco y más parados;4;2007T1;..
Cinco y más parados;4;2006T4;..
Cinco y más parados;4;2006T3;..
Cinco y más parados;4;2006T2;..
Cinco y más parados;4;2006T1;..
Cinco y más parados;4;2005T4;..
Cinco y más parados;4;2005T3;..
Cinco y más parados;4;2005T2;..
Cinco y más parados;4;2005T1;..
Cinco y más parados;4;2004T4;..
Cinco y más parados;4;2004T3;..
Cinco y más parados;4;2004T2;..
Cinco y más parados;4;2004T1;..
Cinco y más parados;4;2003T4;..
Cinco y más parados;4;2003T3;..
Cinco y más parados;4;2003T2;..
Cinco y más parados;4;2003T1;..
Cinco y más parados;4;2002T4;..
Cinco y más parados;4;2002T3;..
Cinco y más parados;4;2002T2;..
Cinco y más parados;4;2002T1;..
Cinco y más parados;5 y más;2025T4;..
Cinco y más parados;5 y más;2025T3;0,7
Cinco y más parados;5 y más;2025T2;..
Cinco y más parados;5 y más;2025T1;..
Cinco y más parados;5 y más;2024T4;..
Cinco y más parados;5 y más;2024T3;0,3
Cinco y más parados;5 y más;2024T2;2,3
Cinco y más parados;5 y más;2024T1;2,8
Cinco y más parados;5 y más;2023T4;..
Cinco y más parados;5 y más;2023T3;1,1
Cinco y más parados;5 y más;2023T2;0,9
Cinco y más parados;5 y más;2023T1;5,8
Cinco y más parados;5 y más;2022T4;0,7
Cinco y más parados;5 y más;2022T3;3,9
Cinco y más parados;5 y más;2022T2;..
Cinco y más parados;5 y más;2022T1;2,5
Cinco y más parados;5 y más;2021T4;1,6
Cinco y más parados;5 y más;2021T3;4
Cinco y más parados;5 y más;2021T2;1,1
Cinco y más parados;5 y más;2021T1;2,2
Cinco y más parados;5 y más;2020T4;3,3
Cinco y más parados;5 y más;2020T3;0,5
Cinco y más parados;5 y más;2020T2;1,8
Cinco y más parados;5 y más;2020T1;0,4
Cinco y más parados;5 y más;2019T4;1,7
Cinco y más parados;5 y más;2019T3;0,8
Cinco y más parados;5 y más;2019T2;..
Cinco y más parados;5 y más;2019T1;1
Cinco y más parados;5 y más;2018T4;0,4
Cinco y más parados;5 y más;2018T3;1,5
Cinco y más parados;5 y más;2018T2;0,6
Cinco y más parados;5 y más;2018T1;1,2
Cinco y más parados;5 y más;2017T4;0,7
Cinco y más parados;5 y más;2017T3;1,1
Cinco y más parados;5 y más;2017T2;0,5
Cinco y más parados;5 y más;2017T1;1,1
Cinco y más parados;5 y más;2016T4;3,2
Cinco y más parados;5 y más;2016T3;1,9
Cinco y más parados;5 y más;2016T2;4,9
Cinco y más parados;5 y más;2016T1;4,7
Cinco y más parados;5 y más;2015T4;6,1
Cinco y más parados;5 y más;2015T3;5,1
Cinco y más parados;5 y más;2015T2;5,3
Cinco y más parados;5 y más;2015T1;7
Cinco y más parados;5 y más;2014T4;3,9
Cinco y más parados;5 y más;2014T3;4,8
Cinco y más parados;5 y más;2014T2;5,3
Cinco y más parados;5 y más;2014T1;2,8
Cinco y más parados;5 y más;2013T4;7,4
Cinco y más parados;5 y más;2013T3;11,1
Cinco y más parados;5 y más;2013T2;6,3
Cinco y más parados;5 y más;2013T1;7
Cinco y más parados;5 y más;2012T4;6,1
Cinco y más parados;5 y más;2012T3;5,9
Cinco y más parados;5 y más;2012T2;5,1
Cinco y más parados;5 y más;2012T1;4,5
Cinco y más parados;5 y más;2011T4;5,2
Cinco y más parados;5 y más;2011T3;6
Cinco y más parados;5 y más;2011T2;6,3
Cinco y más parados;5 y más;2011T1;5,8
Cinco y más parados;5 y más;2010T4;5,7
Cinco y más parados;5 y más;2010T3;4,9
Cinco y más parados;5 y más;2010T2;2,7
Cinco y más parados;5 y más;2010T1;2,6
Cinco y más parados;5 y más;2009T4;4,1
Cinco y más parados;5 y más;2009T3;5,4
Cinco y más parados;5 y más;2009T2;2,8
Cinco y más parados;5 y más;2009T1;4,9
Cinco y más parados;5 y más;2008T4;2,2
Cinco y más parados;5 y más;2008T3;1,4
Cinco y más parados;5 y más;2008T2;0,4
Cinco y más parados;5 y más;2008T1;1
Cinco y más parados;5 y más;2007T4;0,3
Cinco y más parados;5 y más;2007T3;..
Cinco y más parados;5 y más;2007T2;..
Cinco y más parados;5 y más;2007T1;0,2
Cinco y más parados;5 y más;2006T4;..
Cinco y más parados;5 y más;2006T3;0,2
Cinco y más parados;5 y más;2006T2;..
Cinco y más parados;5 y más;2006T1;0,6
Cinco y más parados;5 y más;2005T4;0,6
Cinco y más parados;5 y más;2005T3;0,3
Cinco y más parados;5 y más;2005T2;..
Cinco y más parados;5 y más;2005T1;..
Cinco y más parados;5 y más;2004T4;0,7
Cinco y más parados;5 y más;2004T3;2,4
Cinco y más parados;5 y más;2004T2;1,2
Cinco y más parados;5 y más;2004T1;1,1
Cinco y más parados;5 y más;2003T4;..
Cinco y más parados;5 y más;2003T3;..
Cinco y más parados;5 y más;2003T2;1,2
Cinco y más parados;5 y más;2003T1;0,6
Cinco y más parados;5 y más;2002T4;0,2
Cinco y más parados;5 y más;2002T3;0,3
Cinco y más parados;5 y más;2002T2;1,3
Cinco y más parados;5 y más;2002T1;0,7
