Sexo;Ocupación CNO-11;Situación profesional;Periodo;Total
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2017T2;1,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2017T1;0,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2016T4;2,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2016T3;1,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2016T2;2,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2016T1;1,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2015T4;1,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2015T3;2,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2015T2;2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2015T1;3,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2014T4;2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2014T3;2,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2014T2;2,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2014T1;2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2013T4;2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2013T3;2,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2013T2;3,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2013T1;2,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2012T4;2,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2012T3;2,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2012T2;2,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2012T1;3,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2011T4;2,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2011T3;2,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2011T2;2,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Miembro de una cooperativa;2011T1;3,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2025T4;4,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2025T3;4,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2025T2;3,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2025T1;2,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2024T4;2,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2024T3;2,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2024T2;2,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2024T1;3,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2023T4;2,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2023T3;3,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2023T2;3,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2023T1;3,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2022T4;3,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2022T3;3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2022T2;3,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2022T1;1,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2021T4;3,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2021T3;4,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2021T2;4,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2021T1;9,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2020T4;7,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2020T3;5,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2020T2;3,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2020T1;4,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2019T4;4,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2019T3;3,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2019T2;2,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2019T1;2,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2018T4;2,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2018T3;3,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2018T2;4,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2018T1;4,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2017T4;4,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2017T3;6,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2017T2;5,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2017T1;5,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2016T4;5,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2016T3;5,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2016T2;3,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2016T1;6,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2015T4;6,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2015T3;5,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2015T2;6,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2015T1;5,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2014T4;6,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2014T3;6,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2014T2;6,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2014T1;6,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2013T4;6,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2013T3;8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2013T2;9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2013T1;8,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2012T4;9,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2012T3;9,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2012T2;13,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2012T1;10,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2011T4;10,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2011T3;9,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2011T2;11,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Ayuda en la empresa o negocio familiar;2011T1;8,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2025T4;151,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2025T3;147,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2025T2;145,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2025T1;149,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2024T4;135,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2024T3;137,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2024T2;133,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2024T1;128,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2023T4;132,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2023T3;148,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2023T2;153,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2023T1;161,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2022T4;159,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2022T3;169,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2022T2;170,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2022T1;144,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2021T4;153,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2021T3;183,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2021T2;153,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2021T1;152,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2020T4;149,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2020T3;140,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2020T2;139,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2020T1;137,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2019T4;139,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2019T3;144,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2019T2;155
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2019T1;141,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2018T4;142,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2018T3;150,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2018T2;156,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2018T1;146,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2017T4;157,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2017T3;157,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2017T2;163,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2017T1;164,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2016T4;143,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2016T3;140
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2016T2;135,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2016T1;151
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2015T4;155
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2015T3;155
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2015T2;155,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2015T1;138,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2014T4;140,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2014T3;135,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2014T2;138,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2014T1;130,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2013T4;125,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2013T3;132,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2013T2;130,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2013T1;127,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2012T4;129,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2012T3;147,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2012T2;132,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2012T1;135,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2011T4;136,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2011T3;152,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2011T2;149,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariados : Total;2011T1;143,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2025T4;13,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2025T3;11,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2025T2;18
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2025T1;15
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2024T4;14,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2024T3;12,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2024T2;12,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2024T1;9,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2023T4;11,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2023T3;17
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2023T2;14,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2023T1;17,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2022T4;18,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2022T3;19,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2022T2;19,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2022T1;15,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2021T4;13,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2021T3;14,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2021T2;10,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2021T1;11,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2020T4;14,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2020T3;15,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2020T2;14
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2020T1;12,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2019T4;11,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2019T3;10
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2019T2;11,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2019T1;15,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2018T4;15,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2018T3;16,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2018T2;15,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2018T1;16,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2017T4;14,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2017T3;17,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2017T2;16,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2017T1;14,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2016T4;17,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2016T3;16,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2016T2;16,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2016T1;15,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2015T4;16,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2015T3;23,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2015T2;19,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2015T1;14
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2014T4;14,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2014T3;14,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2014T2;14,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2014T1;15,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2013T4;17,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2013T3;18,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2013T2;18,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2013T1;19,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2012T4;21,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2012T3;21,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2012T2;17,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2012T1;18,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2011T4;22,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2011T3;26,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2011T2;22
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector público;2011T1;19,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2025T4;137,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2025T3;136,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2025T2;128
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2025T1;134,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2024T4;121,2
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2024T3;125,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2024T2;121
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2024T1;118,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2023T4;121
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2023T3;131,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2023T2;138,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2023T1;143,6
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2022T4;140,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2022T3;150,7
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2022T2;150,4
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2022T1;129,5
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2021T4;139,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2021T3;169,1
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2021T2;142,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2021T1;140,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2020T4;134,8
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2020T3;124,9
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2020T2;125,3
Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Asalariado sector privado;2020T1;125,3
