Sexo;Edad;Nivel de formación alcanzado;Periodo;Total
Hombres;De 35 a 44 años;Educación superior;2023T2;43,2
Hombres;De 35 a 44 años;Educación superior;2023T1;47,4
Hombres;De 35 a 44 años;Educación superior;2022T4;52
Hombres;De 35 a 44 años;Educación superior;2022T3;49,4
Hombres;De 35 a 44 años;Educación superior;2022T2;51,1
Hombres;De 35 a 44 años;Educación superior;2022T1;58,3
Hombres;De 35 a 44 años;Educación superior;2021T4;62
Hombres;De 35 a 44 años;Educación superior;2021T3;66,9
Hombres;De 35 a 44 años;Educación superior;2021T2;68,2
Hombres;De 35 a 44 años;Educación superior;2021T1;63,7
Hombres;De 35 a 44 años;Educación superior;2020T4;57,6
Hombres;De 35 a 44 años;Educación superior;2020T3;63,4
Hombres;De 35 a 44 años;Educación superior;2020T2;56
Hombres;De 35 a 44 años;Educación superior;2020T1;51,8
Hombres;De 35 a 44 años;Educación superior;2019T4;64,1
Hombres;De 35 a 44 años;Educación superior;2019T3;63,9
Hombres;De 35 a 44 años;Educación superior;2019T2;62,2
Hombres;De 35 a 44 años;Educación superior;2019T1;62,5
Hombres;De 35 a 44 años;Educación superior;2018T4;59,2
Hombres;De 35 a 44 años;Educación superior;2018T3;61
Hombres;De 35 a 44 años;Educación superior;2018T2;61,8
Hombres;De 35 a 44 años;Educación superior;2018T1;56,8
Hombres;De 35 a 44 años;Educación superior;2017T4;61,2
Hombres;De 35 a 44 años;Educación superior;2017T3;68,7
Hombres;De 35 a 44 años;Educación superior;2017T2;60,9
Hombres;De 35 a 44 años;Educación superior;2017T1;77,8
Hombres;De 35 a 44 años;Educación superior;2016T4;74,9
Hombres;De 35 a 44 años;Educación superior;2016T3;67,3
Hombres;De 35 a 44 años;Educación superior;2016T2;79,4
Hombres;De 35 a 44 años;Educación superior;2016T1;74
Hombres;De 35 a 44 años;Educación superior;2015T4;81,8
Hombres;De 35 a 44 años;Educación superior;2015T3;83,4
Hombres;De 35 a 44 años;Educación superior;2015T2;104
Hombres;De 35 a 44 años;Educación superior;2015T1;97,9
Hombres;De 35 a 44 años;Educación superior;2014T4;100,4
Hombres;De 35 a 44 años;Educación superior;2014T3;108,7
Hombres;De 35 a 44 años;Educación superior;2014T2;118,6
Hombres;De 35 a 44 años;Educación superior;2014T1;111,4
Hombres;De 45 a 54 años;Total;2025T4;150,3
Hombres;De 45 a 54 años;Total;2025T3;146,3
Hombres;De 45 a 54 años;Total;2025T2;151,6
Hombres;De 45 a 54 años;Total;2025T1;167,1
Hombres;De 45 a 54 años;Total;2024T4;165,8
Hombres;De 45 a 54 años;Total;2024T3;162,3
Hombres;De 45 a 54 años;Total;2024T2;143,8
Hombres;De 45 a 54 años;Total;2024T1;152,3
Hombres;De 45 a 54 años;Total;2023T4;148,1
Hombres;De 45 a 54 años;Total;2023T3;143,3
Hombres;De 45 a 54 años;Total;2023T2;144,7
Hombres;De 45 a 54 años;Total;2023T1;149,6
Hombres;De 45 a 54 años;Total;2022T4;140,5
Hombres;De 45 a 54 años;Total;2022T3;145,6
Hombres;De 45 a 54 años;Total;2022T2;143,4
Hombres;De 45 a 54 años;Total;2022T1;152
Hombres;De 45 a 54 años;Total;2021T4;173
Hombres;De 45 a 54 años;Total;2021T3;162,9
Hombres;De 45 a 54 años;Total;2021T2;173,2
Hombres;De 45 a 54 años;Total;2021T1;168,2
Hombres;De 45 a 54 años;Total;2020T4;174
Hombres;De 45 a 54 años;Total;2020T3;182,3
Hombres;De 45 a 54 años;Total;2020T2;154,4
Hombres;De 45 a 54 años;Total;2020T1;163
Hombres;De 45 a 54 años;Total;2019T4;177,8
Hombres;De 45 a 54 años;Total;2019T3;165,9
Hombres;De 45 a 54 años;Total;2019T2;162,7
Hombres;De 45 a 54 años;Total;2019T1;162
Hombres;De 45 a 54 años;Total;2018T4;166,4
Hombres;De 45 a 54 años;Total;2018T3;161,4
Hombres;De 45 a 54 años;Total;2018T2;158,7
Hombres;De 45 a 54 años;Total;2018T1;164,9
Hombres;De 45 a 54 años;Total;2017T4;171,5
Hombres;De 45 a 54 años;Total;2017T3;176,6
Hombres;De 45 a 54 años;Total;2017T2;180,3
Hombres;De 45 a 54 años;Total;2017T1;176,6
Hombres;De 45 a 54 años;Total;2016T4;182,4
Hombres;De 45 a 54 años;Total;2016T3;177,6
Hombres;De 45 a 54 años;Total;2016T2;178,2
Hombres;De 45 a 54 años;Total;2016T1;192,7
Hombres;De 45 a 54 años;Total;2015T4;184,4
Hombres;De 45 a 54 años;Total;2015T3;185,4
Hombres;De 45 a 54 años;Total;2015T2;205,1
Hombres;De 45 a 54 años;Total;2015T1;209,5
Hombres;De 45 a 54 años;Total;2014T4;192,8
Hombres;De 45 a 54 años;Total;2014T3;207
Hombres;De 45 a 54 años;Total;2014T2;217,2
Hombres;De 45 a 54 años;Total;2014T1;241,8
Hombres;De 45 a 54 años;Analfabetos;2025T4;1,1
Hombres;De 45 a 54 años;Analfabetos;2025T3;1,4
Hombres;De 45 a 54 años;Analfabetos;2025T2;1
Hombres;De 45 a 54 años;Analfabetos;2025T1;1,3
Hombres;De 45 a 54 años;Analfabetos;2024T4;0,9
Hombres;De 45 a 54 años;Analfabetos;2024T3;1,9
Hombres;De 45 a 54 años;Analfabetos;2024T2;3,4
Hombres;De 45 a 54 años;Analfabetos;2024T1;0,5
Hombres;De 45 a 54 años;Analfabetos;2023T4;3,4
Hombres;De 45 a 54 años;Analfabetos;2023T3;0,9
Hombres;De 45 a 54 años;Analfabetos;2023T2;0,3
Hombres;De 45 a 54 años;Analfabetos;2023T1;0,6
Hombres;De 45 a 54 años;Analfabetos;2022T4;0,9
Hombres;De 45 a 54 años;Analfabetos;2022T3;1,3
Hombres;De 45 a 54 años;Analfabetos;2022T2;1,4
Hombres;De 45 a 54 años;Analfabetos;2022T1;3,6
Hombres;De 45 a 54 años;Analfabetos;2021T4;1,9
Hombres;De 45 a 54 años;Analfabetos;2021T3;1,5
Hombres;De 45 a 54 años;Analfabetos;2021T2;2,9
Hombres;De 45 a 54 años;Analfabetos;2021T1;2,5
Hombres;De 45 a 54 años;Analfabetos;2020T4;2
Hombres;De 45 a 54 años;Analfabetos;2020T3;0
Hombres;De 45 a 54 años;Analfabetos;2020T2;0
Hombres;De 45 a 54 años;Analfabetos;2020T1;0
Hombres;De 45 a 54 años;Analfabetos;2019T4;0
Hombres;De 45 a 54 años;Analfabetos;2019T3;0,3
Hombres;De 45 a 54 años;Analfabetos;2019T2;1,7
Hombres;De 45 a 54 años;Analfabetos;2019T1;1,1
Hombres;De 45 a 54 años;Analfabetos;2018T4;0,3
Hombres;De 45 a 54 años;Analfabetos;2018T3;0
Hombres;De 45 a 54 años;Analfabetos;2018T2;1,7
Hombres;De 45 a 54 años;Analfabetos;2018T1;0
Hombres;De 45 a 54 años;Analfabetos;2017T4;1
Hombres;De 45 a 54 años;Analfabetos;2017T3;1,3
Hombres;De 45 a 54 años;Analfabetos;2017T2;0,6
Hombres;De 45 a 54 años;Analfabetos;2017T1;2,1
Hombres;De 45 a 54 años;Analfabetos;2016T4;1,1
Hombres;De 45 a 54 años;Analfabetos;2016T3;0,6
Hombres;De 45 a 54 años;Analfabetos;2016T2;1,5
Hombres;De 45 a 54 años;Analfabetos;2016T1;1,1
Hombres;De 45 a 54 años;Analfabetos;2015T4;2
Hombres;De 45 a 54 años;Analfabetos;2015T3;2,8
Hombres;De 45 a 54 años;Analfabetos;2015T2;0,5
Hombres;De 45 a 54 años;Analfabetos;2015T1;0,2
Hombres;De 45 a 54 años;Analfabetos;2014T4;0,2
Hombres;De 45 a 54 años;Analfabetos;2014T3;2,1
Hombres;De 45 a 54 años;Analfabetos;2014T2;0,2
Hombres;De 45 a 54 años;Analfabetos;2014T1;1,8
Hombres;De 45 a 54 años;Estudios primarios incompletos;2025T4;2
Hombres;De 45 a 54 años;Estudios primarios incompletos;2025T3;1,5
Hombres;De 45 a 54 años;Estudios primarios incompletos;2025T2;5,1
Hombres;De 45 a 54 años;Estudios primarios incompletos;2025T1;2,3
Hombres;De 45 a 54 años;Estudios primarios incompletos;2024T4;4,1
Hombres;De 45 a 54 años;Estudios primarios incompletos;2024T3;2,9
Hombres;De 45 a 54 años;Estudios primarios incompletos;2024T2;2,4
Hombres;De 45 a 54 años;Estudios primarios incompletos;2024T1;2
Hombres;De 45 a 54 años;Estudios primarios incompletos;2023T4;0,7
Hombres;De 45 a 54 años;Estudios primarios incompletos;2023T3;4,6
Hombres;De 45 a 54 años;Estudios primarios incompletos;2023T2;4,4
Hombres;De 45 a 54 años;Estudios primarios incompletos;2023T1;3
Hombres;De 45 a 54 años;Estudios primarios incompletos;2022T4;3,8
Hombres;De 45 a 54 años;Estudios primarios incompletos;2022T3;2,2
Hombres;De 45 a 54 años;Estudios primarios incompletos;2022T2;2,3
Hombres;De 45 a 54 años;Estudios primarios incompletos;2022T1;3,6
Hombres;De 45 a 54 años;Estudios primarios incompletos;2021T4;2,3
Hombres;De 45 a 54 años;Estudios primarios incompletos;2021T3;2,5
Hombres;De 45 a 54 años;Estudios primarios incompletos;2021T2;1,9
Hombres;De 45 a 54 años;Estudios primarios incompletos;2021T1;3,4
Hombres;De 45 a 54 años;Estudios primarios incompletos;2020T4;0,6
Hombres;De 45 a 54 años;Estudios primarios incompletos;2020T3;0,8
Hombres;De 45 a 54 años;Estudios primarios incompletos;2020T2;4,5
Hombres;De 45 a 54 años;Estudios primarios incompletos;2020T1;3,1
Hombres;De 45 a 54 años;Estudios primarios incompletos;2019T4;2,3
Hombres;De 45 a 54 años;Estudios primarios incompletos;2019T3;2,1
Hombres;De 45 a 54 años;Estudios primarios incompletos;2019T2;3,1
Hombres;De 45 a 54 años;Estudios primarios incompletos;2019T1;2,1
Hombres;De 45 a 54 años;Estudios primarios incompletos;2018T4;3,1
Hombres;De 45 a 54 años;Estudios primarios incompletos;2018T3;3,2
Hombres;De 45 a 54 años;Estudios primarios incompletos;2018T2;3,8
Hombres;De 45 a 54 años;Estudios primarios incompletos;2018T1;3,4
Hombres;De 45 a 54 años;Estudios primarios incompletos;2017T4;2,4
Hombres;De 45 a 54 años;Estudios primarios incompletos;2017T3;2,5
Hombres;De 45 a 54 años;Estudios primarios incompletos;2017T2;3,6
Hombres;De 45 a 54 años;Estudios primarios incompletos;2017T1;2,4
Hombres;De 45 a 54 años;Estudios primarios incompletos;2016T4;4,6
Hombres;De 45 a 54 años;Estudios primarios incompletos;2016T3;4,8
Hombres;De 45 a 54 años;Estudios primarios incompletos;2016T2;2,8
Hombres;De 45 a 54 años;Estudios primarios incompletos;2016T1;2,4
Hombres;De 45 a 54 años;Estudios primarios incompletos;2015T4;2,2
Hombres;De 45 a 54 años;Estudios primarios incompletos;2015T3;4,6
Hombres;De 45 a 54 años;Estudios primarios incompletos;2015T2;3,5
Hombres;De 45 a 54 años;Estudios primarios incompletos;2015T1;5,2
Hombres;De 45 a 54 años;Estudios primarios incompletos;2014T4;4
Hombres;De 45 a 54 años;Estudios primarios incompletos;2014T3;3,3
Hombres;De 45 a 54 años;Estudios primarios incompletos;2014T2;3
Hombres;De 45 a 54 años;Estudios primarios incompletos;2014T1;4
Hombres;De 45 a 54 años;Educación primaria;2025T4;9,4
Hombres;De 45 a 54 años;Educación primaria;2025T3;9
Hombres;De 45 a 54 años;Educación primaria;2025T2;8,1
Hombres;De 45 a 54 años;Educación primaria;2025T1;14,4
Hombres;De 45 a 54 años;Educación primaria;2024T4;6,8
Hombres;De 45 a 54 años;Educación primaria;2024T3;10,3
Hombres;De 45 a 54 años;Educación primaria;2024T2;15,3
Hombres;De 45 a 54 años;Educación primaria;2024T1;10,4
Hombres;De 45 a 54 años;Educación primaria;2023T4;7,8
Hombres;De 45 a 54 años;Educación primaria;2023T3;6,4
Hombres;De 45 a 54 años;Educación primaria;2023T2;12,9
Hombres;De 45 a 54 años;Educación primaria;2023T1;7,2
Hombres;De 45 a 54 años;Educación primaria;2022T4;4,7
Hombres;De 45 a 54 años;Educación primaria;2022T3;4,2
Hombres;De 45 a 54 años;Educación primaria;2022T2;6,2
Hombres;De 45 a 54 años;Educación primaria;2022T1;4,4
Hombres;De 45 a 54 años;Educación primaria;2021T4;4,8
Hombres;De 45 a 54 años;Educación primaria;2021T3;7,5
Hombres;De 45 a 54 años;Educación primaria;2021T2;8,1
Hombres;De 45 a 54 años;Educación primaria;2021T1;10,1
Hombres;De 45 a 54 años;Educación primaria;2020T4;5,3
Hombres;De 45 a 54 años;Educación primaria;2020T3;7,8
Hombres;De 45 a 54 años;Educación primaria;2020T2;7,2
Hombres;De 45 a 54 años;Educación primaria;2020T1;7,2
Hombres;De 45 a 54 años;Educación primaria;2019T4;10,1
Hombres;De 45 a 54 años;Educación primaria;2019T3;8,3
Hombres;De 45 a 54 años;Educación primaria;2019T2;9
Hombres;De 45 a 54 años;Educación primaria;2019T1;10,5
Hombres;De 45 a 54 años;Educación primaria;2018T4;10,8
Hombres;De 45 a 54 años;Educación primaria;2018T3;14
Hombres;De 45 a 54 años;Educación primaria;2018T2;13,1
Hombres;De 45 a 54 años;Educación primaria;2018T1;13,6
Hombres;De 45 a 54 años;Educación primaria;2017T4;11,8
Hombres;De 45 a 54 años;Educación primaria;2017T3;14,4
Hombres;De 45 a 54 años;Educación primaria;2017T2;13,4
Hombres;De 45 a 54 años;Educación primaria;2017T1;12,1
Hombres;De 45 a 54 años;Educación primaria;2016T4;14,7
Hombres;De 45 a 54 años;Educación primaria;2016T3;15,1
Hombres;De 45 a 54 años;Educación primaria;2016T2;9,6
Hombres;De 45 a 54 años;Educación primaria;2016T1;12
Hombres;De 45 a 54 años;Educación primaria;2015T4;10,7
Hombres;De 45 a 54 años;Educación primaria;2015T3;11,3
Hombres;De 45 a 54 años;Educación primaria;2015T2;17,2
Hombres;De 45 a 54 años;Educación primaria;2015T1;15,3
Hombres;De 45 a 54 años;Educación primaria;2014T4;19
Hombres;De 45 a 54 años;Educación primaria;2014T3;15,7
Hombres;De 45 a 54 años;Educación primaria;2014T2;16
Hombres;De 45 a 54 años;Educación primaria;2014T1;21,9
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2025T4;52
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2025T3;49,5
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2025T2;58
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2025T1;54,3
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2024T4;51,4
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2024T3;48,5
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2024T2;43,7
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2024T1;43,4
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2023T4;49,9
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2023T3;51,3
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2023T2;56,8
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2023T1;59,4
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2022T4;57,1
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2022T3;50,4
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2022T2;53,4
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2022T1;58,4
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2021T4;59,8
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2021T3;54,7
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2021T2;64,8
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2021T1;59,8
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2020T4;67,1
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2020T3;70,7
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2020T2;58,7
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2020T1;59,5
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2019T4;60,5
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2019T3;60,9
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2019T2;62,3
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2019T1;57,1
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2018T4;65,7
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2018T3;54,7
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2018T2;58,6
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2018T1;63,1
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2017T4;67,6
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2017T3;72,3
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2017T2;79,3
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2017T1;69
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2016T4;73,8
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2016T3;77,1
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2016T2;76,1
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2016T1;80,7
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2015T4;75,1
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2015T3;79,6
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2015T2;84,4
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2015T1;83,9
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2014T4;82,4
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2014T3;87,1
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2014T2;88,3
Hombres;De 45 a 54 años;Primera etapa de Educación Secundaria y similar;2014T1;100,2
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2025T4;22,2
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2025T3;19
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2025T2;24,6
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2025T1;17,9
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2024T4;34,8
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2024T3;24,5
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2024T2;17,2
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2024T1;27,4
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2023T4;23,2
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2023T3;28,6
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2023T2;26,2
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2023T1;24
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2022T4;25,2
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2022T3;37,4
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2022T2;22,2
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2022T1;19,2
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2021T4;29,4
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2021T3;27
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2021T2;30,8
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2021T1;27,8
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2020T4;26,8
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2020T3;31,5
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2020T2;18,2
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2020T1;21,8
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2019T4;35,9
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2019T3;28,1
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2019T2;21,4
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2019T1;27,7
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2018T4;24,9
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2018T3;25,6
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2018T2;30,3
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2018T1;20,8
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2017T4;28,7
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2017T3;31,3
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2017T2;27,4
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2017T1;28,2
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2016T4;29,1
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2016T3;27
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2016T2;21,4
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2016T1;26
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2015T4;26,7
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2015T3;34
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2015T2;29,3
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2015T1;31,4
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2014T4;25
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2014T3;32,3
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2014T2;31
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria, con orientación general;2014T1;34,8
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2025T4;15,7
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2025T3;15,4
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2025T2;16,2
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2025T1;17,4
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T4;18,8
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T3;22,3
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T2;16,9
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T1;18,1
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;17,7
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;14,8
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;11,9
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;15,7
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;12,4
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;13,1
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;15,4
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;14,1
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;16,9
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;19,2
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;13,4
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;15,6
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T4;14,8
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T3;16,3
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T2;15,7
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T1;16,4
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T4;17,9
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T3;16,8
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T2;16,3
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T1;14,3
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T4;15,4
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T3;14,1
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T2;12,7
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T1;18,9
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T4;16,5
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T3;17,6
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T2;20,2
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T1;19,2
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T4;18,4
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T3;15,6
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T2;18,4
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T1;22
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T4;18,5
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T3;15
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T2;22,4
Hombres;De 45 a 54 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T1;24,9
