Sexo;Tipo de jornada;Tipo de contrato o relación laboral;Periodo;Total
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2016T4;268,4
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2016T3;262,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2016T2;268,1
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2016T1;276,0
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2015T4;263,2
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2015T3;253,1
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2015T2;260,5
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2015T1;264,4
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2014T4;232,2
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2014T3;223,8
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2014T2;251,5
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2014T1;240,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2013T4;245,1
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2013T3;232,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2013T2;245,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2013T1;228,8
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2012T4;208,4
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2012T3;203,6
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2012T2;210,8
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2012T1;187,0
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2011T4;163,1
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2011T3;162,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2011T2;171,5
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2011T1;172,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2010T4;168,0
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2010T3;159,6
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2010T2;168,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2010T1;177,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2009T4;183,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2009T3;171,2
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2009T2;168,2
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2009T1;170,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2008T4;146,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2008T3;143,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2008T2;158,2
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2008T1;157,1
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2007T4;134,2
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2007T3;123,6
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2007T2;139,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2007T1;148,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2006T4;125,8
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2006T3;134,5
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2006T2;123,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2006T1;123,4
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2005T4;107,2
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2005T3;124,0
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2005T2;137,4
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2005T1;128,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2004T4;80,5
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2004T3;80,4
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2004T2;70,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2004T1;76,8
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2003T4;73,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2003T3;70,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2003T2;71,4
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2003T1;70,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2002T4;65,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2002T3;68,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2002T2;69,8
Hombres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2002T1;66,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2025T4;261,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2025T3;266,4
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2025T2;284,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2025T1;259,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2024T4;250,1
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2024T3;250,5
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2024T2;277,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2024T1;250,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2023T4;264,2
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2023T3;261,6
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2023T2;281,0
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2023T1;243,4
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2022T4;275,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2022T3;270,0
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2022T2;308,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2022T1;326,8
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2021T4;335,0
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2021T3;332,5
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2021T2;321,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2021T1;289,1
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2020T4;308,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2020T3;316,6
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2020T2;264,4
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2020T1;365,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2019T4;393,2
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2019T3;372,6
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2019T2;402,6
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2019T1;373,1
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2018T4;395,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2018T3;370,5
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2018T2;396,4
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2018T1;362,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2017T4;378,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2017T3;366,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2017T2;366,1
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2017T1;382,5
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2016T4;393,6
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2016T3;379,4
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2016T2;399,5
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2016T1;395,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2015T4;393,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2015T3;383,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2015T2;397,6
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2015T1;366,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2014T4;378,4
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2014T3;363,8
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2014T2;396,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2014T1;347,6
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2013T4;365,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2013T3;366,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2013T2;381,1
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2013T1;318,0
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2012T4;295,5
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2012T3;308,1
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2012T2;310,6
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2012T1;283,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2011T4;311,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2011T3;324,1
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2011T2;331,8
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2011T1;315,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2010T4;284,6
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2010T3;275,1
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2010T2;286,8
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2010T1;243,2
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2009T4;257,4
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2009T3;210,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2009T2;238,8
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2009T1;221,5
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2008T4;234,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2008T3;219,5
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2008T2;221,8
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2008T1;215,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2007T4;211,1
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2007T3;212,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2007T2;243,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2007T1;251,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2006T4;245,7
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2006T3;236,2
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2006T2;256,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2006T1;262,6
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2005T4;251,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2005T3;233,2
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2005T2;250,4
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2005T1;244,5
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2004T4;171,1
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2004T3;172,0
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2004T2;168,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2004T1;150,0
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2003T4;156,4
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2003T3;132,3
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2003T2;145,0
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2003T1;139,5
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2002T4;142,2
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2002T3;134,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2002T2;142,9
Hombres;Jornada a tiempo parcial;Asalariados con contrato temporal;2002T1;144,3
Hombres;Jornada a tiempo parcial;No clasificable;2025T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2025T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2025T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2025T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2024T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2024T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2024T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2024T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2023T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2023T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2023T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2023T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2022T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2022T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2022T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2022T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2021T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2021T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2021T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2021T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2020T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2020T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2020T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2020T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2019T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2019T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2019T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2019T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2018T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2018T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2018T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2018T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2017T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2017T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2017T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2017T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2016T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2016T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2016T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2016T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2015T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2015T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2015T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2015T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2014T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2014T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2014T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2014T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2013T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2013T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2013T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2013T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2012T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2012T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2012T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2012T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2011T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2011T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2011T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2011T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2010T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2010T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2010T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2010T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2009T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2009T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2009T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2009T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2008T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2008T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2008T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2008T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2007T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2007T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2007T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2007T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2006T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2006T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2006T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2006T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2005T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2005T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2005T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2005T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2004T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2004T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2004T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2004T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2003T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2003T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2003T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2003T1;..
Hombres;Jornada a tiempo parcial;No clasificable;2002T4;..
Hombres;Jornada a tiempo parcial;No clasificable;2002T3;..
Hombres;Jornada a tiempo parcial;No clasificable;2002T2;..
Hombres;Jornada a tiempo parcial;No clasificable;2002T1;..
Hombres;No clasificable;Total;2025T4;..
Hombres;No clasificable;Total;2025T3;..
Hombres;No clasificable;Total;2025T2;..
Hombres;No clasificable;Total;2025T1;..
Hombres;No clasificable;Total;2024T4;..
Hombres;No clasificable;Total;2024T3;..
Hombres;No clasificable;Total;2024T2;..
Hombres;No clasificable;Total;2024T1;..
Hombres;No clasificable;Total;2023T4;..
Hombres;No clasificable;Total;2023T3;..
Hombres;No clasificable;Total;2023T2;..
Hombres;No clasificable;Total;2023T1;..
Hombres;No clasificable;Total;2022T4;..
Hombres;No clasificable;Total;2022T3;..
Hombres;No clasificable;Total;2022T2;..
Hombres;No clasificable;Total;2022T1;..
Hombres;No clasificable;Total;2021T4;..
Hombres;No clasificable;Total;2021T3;..
Hombres;No clasificable;Total;2021T2;..
Hombres;No clasificable;Total;2021T1;..
Hombres;No clasificable;Total;2020T4;..
Hombres;No clasificable;Total;2020T3;..
Hombres;No clasificable;Total;2020T2;..
Hombres;No clasificable;Total;2020T1;..
Hombres;No clasificable;Total;2019T4;..
Hombres;No clasificable;Total;2019T3;..
Hombres;No clasificable;Total;2019T2;..
Hombres;No clasificable;Total;2019T1;..
Hombres;No clasificable;Total;2018T4;..
Hombres;No clasificable;Total;2018T3;..
Hombres;No clasificable;Total;2018T2;..
Hombres;No clasificable;Total;2018T1;..
Hombres;No clasificable;Total;2017T4;..
Hombres;No clasificable;Total;2017T3;..
Hombres;No clasificable;Total;2017T2;..
Hombres;No clasificable;Total;2017T1;..
Hombres;No clasificable;Total;2016T4;..
Hombres;No clasificable;Total;2016T3;..
Hombres;No clasificable;Total;2016T2;..
Hombres;No clasificable;Total;2016T1;..
Hombres;No clasificable;Total;2015T4;..
Hombres;No clasificable;Total;2015T3;..
Hombres;No clasificable;Total;2015T2;..
Hombres;No clasificable;Total;2015T1;..
Hombres;No clasificable;Total;2014T4;..
Hombres;No clasificable;Total;2014T3;..
Hombres;No clasificable;Total;2014T2;..
Hombres;No clasificable;Total;2014T1;..
Hombres;No clasificable;Total;2013T4;..
Hombres;No clasificable;Total;2013T3;..
Hombres;No clasificable;Total;2013T2;..
Hombres;No clasificable;Total;2013T1;..
Hombres;No clasificable;Total;2012T4;..
Hombres;No clasificable;Total;2012T3;..
Hombres;No clasificable;Total;2012T2;..
Hombres;No clasificable;Total;2012T1;..
Hombres;No clasificable;Total;2011T4;..
Hombres;No clasificable;Total;2011T3;..
Hombres;No clasificable;Total;2011T2;..
Hombres;No clasificable;Total;2011T1;..
Hombres;No clasificable;Total;2010T4;..
Hombres;No clasificable;Total;2010T3;..
Hombres;No clasificable;Total;2010T2;..
Hombres;No clasificable;Total;2010T1;..
Hombres;No clasificable;Total;2009T4;..
Hombres;No clasificable;Total;2009T3;..
Hombres;No clasificable;Total;2009T2;..
Hombres;No clasificable;Total;2009T1;..
Hombres;No clasificable;Total;2008T4;..
Hombres;No clasificable;Total;2008T3;..
Hombres;No clasificable;Total;2008T2;..
Hombres;No clasificable;Total;2008T1;..
Hombres;No clasificable;Total;2007T4;..
Hombres;No clasificable;Total;2007T3;..
Hombres;No clasificable;Total;2007T2;..
Hombres;No clasificable;Total;2007T1;..
Hombres;No clasificable;Total;2006T4;..
Hombres;No clasificable;Total;2006T3;..
Hombres;No clasificable;Total;2006T2;..
Hombres;No clasificable;Total;2006T1;..
Hombres;No clasificable;Total;2005T4;..
Hombres;No clasificable;Total;2005T3;..
Hombres;No clasificable;Total;2005T2;..
Hombres;No clasificable;Total;2005T1;..
Hombres;No clasificable;Total;2004T4;..
Hombres;No clasificable;Total;2004T3;..
Hombres;No clasificable;Total;2004T2;..
Hombres;No clasificable;Total;2004T1;..
Hombres;No clasificable;Total;2003T4;..
Hombres;No clasificable;Total;2003T3;..
Hombres;No clasificable;Total;2003T2;..
Hombres;No clasificable;Total;2003T1;..
Hombres;No clasificable;Total;2002T4;..
Hombres;No clasificable;Total;2002T3;..
Hombres;No clasificable;Total;2002T2;..
Hombres;No clasificable;Total;2002T1;..
Hombres;No clasificable;No asalariados;2025T4;..
Hombres;No clasificable;No asalariados;2025T3;..
Hombres;No clasificable;No asalariados;2025T2;..
Hombres;No clasificable;No asalariados;2025T1;..
Hombres;No clasificable;No asalariados;2024T4;..
Hombres;No clasificable;No asalariados;2024T3;..
Hombres;No clasificable;No asalariados;2024T2;..
Hombres;No clasificable;No asalariados;2024T1;..
Hombres;No clasificable;No asalariados;2023T4;..
Hombres;No clasificable;No asalariados;2023T3;..
Hombres;No clasificable;No asalariados;2023T2;..
Hombres;No clasificable;No asalariados;2023T1;..
Hombres;No clasificable;No asalariados;2022T4;..
Hombres;No clasificable;No asalariados;2022T3;..
Hombres;No clasificable;No asalariados;2022T2;..
Hombres;No clasificable;No asalariados;2022T1;..
Hombres;No clasificable;No asalariados;2021T4;..
Hombres;No clasificable;No asalariados;2021T3;..
Hombres;No clasificable;No asalariados;2021T2;..
Hombres;No clasificable;No asalariados;2021T1;..
Hombres;No clasificable;No asalariados;2020T4;..
Hombres;No clasificable;No asalariados;2020T3;..
Hombres;No clasificable;No asalariados;2020T2;..
Hombres;No clasificable;No asalariados;2020T1;..
Hombres;No clasificable;No asalariados;2019T4;..
Hombres;No clasificable;No asalariados;2019T3;..
Hombres;No clasificable;No asalariados;2019T2;..
Hombres;No clasificable;No asalariados;2019T1;..
Hombres;No clasificable;No asalariados;2018T4;..
Hombres;No clasificable;No asalariados;2018T3;..
Hombres;No clasificable;No asalariados;2018T2;..
Hombres;No clasificable;No asalariados;2018T1;..
Hombres;No clasificable;No asalariados;2017T4;..
Hombres;No clasificable;No asalariados;2017T3;..
Hombres;No clasificable;No asalariados;2017T2;..
Hombres;No clasificable;No asalariados;2017T1;..
Hombres;No clasificable;No asalariados;2016T4;..
Hombres;No clasificable;No asalariados;2016T3;..
Hombres;No clasificable;No asalariados;2016T2;..
Hombres;No clasificable;No asalariados;2016T1;..
Hombres;No clasificable;No asalariados;2015T4;..
Hombres;No clasificable;No asalariados;2015T3;..
Hombres;No clasificable;No asalariados;2015T2;..
Hombres;No clasificable;No asalariados;2015T1;..
Hombres;No clasificable;No asalariados;2014T4;..
Hombres;No clasificable;No asalariados;2014T3;..
Hombres;No clasificable;No asalariados;2014T2;..
Hombres;No clasificable;No asalariados;2014T1;..
Hombres;No clasificable;No asalariados;2013T4;..
Hombres;No clasificable;No asalariados;2013T3;..
Hombres;No clasificable;No asalariados;2013T2;..
Hombres;No clasificable;No asalariados;2013T1;..
Hombres;No clasificable;No asalariados;2012T4;..
Hombres;No clasificable;No asalariados;2012T3;..
Hombres;No clasificable;No asalariados;2012T2;..
Hombres;No clasificable;No asalariados;2012T1;..
Hombres;No clasificable;No asalariados;2011T4;..
Hombres;No clasificable;No asalariados;2011T3;..
Hombres;No clasificable;No asalariados;2011T2;..
Hombres;No clasificable;No asalariados;2011T1;..
Hombres;No clasificable;No asalariados;2010T4;..
Hombres;No clasificable;No asalariados;2010T3;..
Hombres;No clasificable;No asalariados;2010T2;..
Hombres;No clasificable;No asalariados;2010T1;..
Hombres;No clasificable;No asalariados;2009T4;..
Hombres;No clasificable;No asalariados;2009T3;..
Hombres;No clasificable;No asalariados;2009T2;..
Hombres;No clasificable;No asalariados;2009T1;..
Hombres;No clasificable;No asalariados;2008T4;..
Hombres;No clasificable;No asalariados;2008T3;..
Hombres;No clasificable;No asalariados;2008T2;..
Hombres;No clasificable;No asalariados;2008T1;..
Hombres;No clasificable;No asalariados;2007T4;..
Hombres;No clasificable;No asalariados;2007T3;..
Hombres;No clasificable;No asalariados;2007T2;..
Hombres;No clasificable;No asalariados;2007T1;..
Hombres;No clasificable;No asalariados;2006T4;..
Hombres;No clasificable;No asalariados;2006T3;..
Hombres;No clasificable;No asalariados;2006T2;..
Hombres;No clasificable;No asalariados;2006T1;..
Hombres;No clasificable;No asalariados;2005T4;..
Hombres;No clasificable;No asalariados;2005T3;..
Hombres;No clasificable;No asalariados;2005T2;..
Hombres;No clasificable;No asalariados;2005T1;..
Hombres;No clasificable;No asalariados;2004T4;..
Hombres;No clasificable;No asalariados;2004T3;..
Hombres;No clasificable;No asalariados;2004T2;..
Hombres;No clasificable;No asalariados;2004T1;..
Hombres;No clasificable;No asalariados;2003T4;..
Hombres;No clasificable;No asalariados;2003T3;..
Hombres;No clasificable;No asalariados;2003T2;..
Hombres;No clasificable;No asalariados;2003T1;..
Hombres;No clasificable;No asalariados;2002T4;..
Hombres;No clasificable;No asalariados;2002T3;..
Hombres;No clasificable;No asalariados;2002T2;..
Hombres;No clasificable;No asalariados;2002T1;..
Hombres;No clasificable;Total asalariados;2025T4;..
Hombres;No clasificable;Total asalariados;2025T3;..
Hombres;No clasificable;Total asalariados;2025T2;..
Hombres;No clasificable;Total asalariados;2025T1;..
Hombres;No clasificable;Total asalariados;2024T4;..
Hombres;No clasificable;Total asalariados;2024T3;..
Hombres;No clasificable;Total asalariados;2024T2;..
Hombres;No clasificable;Total asalariados;2024T1;..
Hombres;No clasificable;Total asalariados;2023T4;..
Hombres;No clasificable;Total asalariados;2023T3;..
Hombres;No clasificable;Total asalariados;2023T2;..
Hombres;No clasificable;Total asalariados;2023T1;..
Hombres;No clasificable;Total asalariados;2022T4;..
Hombres;No clasificable;Total asalariados;2022T3;..
